Row Labels, amount_spent,frequency ,max_date,Current_date,recency,frequency_score,monetary_score2
16885,471.51,101,11/24/2011,2/14/2021,3370,7,4
16887,194.88,37,4/11/2011,2/15/2021,3598,4,1
16889,1578.67,135,10/4/2011,2/16/2021,3423,8,7
16891,809.7,203,8/12/2011,2/17/2021,3477,8,5
16892,496.84,101,11/24/2011,2/18/2021,3374,7,4
16893,145.93,45,8/12/2010,2/19/2021,3844,5,0
16895,219.14,69,6/10/2011,2/20/2021,3543,6,1
16897,213.03,44,2/13/2011,2/21/2021,3661,5,1
16898,444.46,163,11/13/2011,2/22/2021,3389,8,3
16899,1281.56,125,11/20/2011,2/23/2021,3383,8,6
16900,187.69,82,11/28/2011,2/24/2021,3376,6,1
16902,1706.88,44,8/15/2011,2/25/2021,3482,5,7
16903,373.24,60,10/11/2011,2/26/2021,3426,6,3
16904,3754.27,710,10/11/2011,2/27/2021,3427,9,9
16905,3085.48,209,11/20/2011,2/28/2021,3388,8,8
16906,579.77,93,9/19/2011,3/1/2021,3451,7,4
16907,981.65,151,10/11/2011,3/2/2021,3430,8,6
16909,364.14,19,9/28/2011,3/3/2021,3444,2,3
16910,1510.06,547,11/30/2011,3/4/2021,3382,9,7
16912,2528.67,105,11/16/2011,3/5/2021,3397,7,8
16913,113.44,8,2/22/2011,3/6/2021,3665,1,0
16914,208.46,38,3/11/2011,3/7/2021,3649,4,1
16915,621.68,57,11/30/2011,3/8/2021,3386,5,4
16916,576.26,143,11/16/2011,3/9/2021,3401,8,4
16917,391.52,9,8/3/2011,3/10/2021,3507,1,3
16918,1043.34,130,10/21/2011,3/11/2021,3429,8,6
16919,2596.45,327,12/4/2011,3/12/2021,3386,9,8
16921,169.79,60,9/10/2011,3/13/2021,3472,6,1
16923,6666.83,696,11/27/2011,3/14/2021,3395,9,9
16924,739.5,89,11/18/2011,3/15/2021,3405,7,5
16926,230.25,14,3/12/2010,3/16/2021,4022,1,1
16927,543.05,6,8/16/2011,3/17/2021,3501,0,4
16928,2781.5,213,11/8/2011,3/18/2021,3418,9,8
16929,1295.39,77,11/22/2011,3/19/2021,3405,6,6
16930,380.55,54,11/13/2011,3/20/2021,3415,5,3
16931,4604.22,898,11/20/2011,3/21/2021,3409,9,9
16932,161.94,53,10/17/2011,3/22/2021,3444,5,1
16933,530.08,49,8/12/2011,3/23/2021,3511,5,4
16934,950.93,62,10/16/2011,3/24/2021,3447,6,6
16936,262.68,57,11/14/2011,3/25/2021,3419,5,2
16938,1903.13,242,12/6/2011,3/26/2021,3398,9,7
16940,3049.88,305,10/18/2011,3/27/2021,3448,9,8
16942,1894.11,283,11/27/2011,3/28/2021,3409,9,7
16943,816.73,33,12/5/2011,3/29/2021,3402,4,5
16945,4345.5,249,12/10/2011,3/30/2021,3398,9,9
16947,406.48,21,4/18/2011,3/31/2021,3635,2,3
16948,435.02,19,7/24/2011,4/1/2021,3539,2,3
16949,1161.27,61,10/30/2011,4/2/2021,3442,6,6
16950,1178.56,42,10/14/2011,4/3/2021,3459,4,6
16951,1262.75,87,8/8/2011,4/4/2021,3527,7,6
16952,167.61,16,8/22/2011,4/5/2021,3514,2,1
16953,20.8,1,9/11/2011,4/6/2021,3495,0,0
16954,2085.08,54,11/23/2011,4/7/2021,3423,5,8
16955,493.67,26,8/6/2011,4/8/2021,3533,3,4
16956,292.34,18,11/30/2011,4/9/2021,3418,2,2
16957,416.64,16,4/14/2011,4/10/2021,3649,2,3
16959,117.35,7,9/13/2011,4/11/2021,3498,0,0
16960,507.05,101,10/10/2011,4/12/2021,3472,7,4
16961,234.17,14,8/15/2011,4/13/2021,3529,1,1
16963,110.55,7,5/6/2011,4/14/2021,3631,0,0
16965,201.19,26,4/27/2011,4/15/2021,3641,3,1
16966,2148.47,31,11/24/2011,4/16/2021,3431,4,8
16967,319.02,21,3/6/2011,4/17/2021,3695,2,2
16968,439.43,31,8/24/2011,4/18/2021,3525,4,3
16969,650.41,42,10/31/2011,4/19/2021,3458,4,5
16971,232.21,42,7/12/2011,4/20/2021,3570,4,1
16976,251.52,2,3/17/2011,4/21/2021,3688,0,2
16978,344.33,39,9/23/2011,4/22/2021,3499,4,3
16979,1809.05,91,11/22/2011,4/23/2021,3440,7,7
16980,1078.96,87,3/29/2011,4/24/2021,3679,7,6
16982,384.06,22,10/10/2011,4/25/2021,3485,3,3
16983,1920.2,149,12/6/2011,4/26/2021,3429,8,7
16984,4392.42,418,12/9/2011,4/27/2021,3427,9,9
16985,5461.62,121,12/9/2011,4/28/2021,3428,7,9
16986,1873.2,3,10/11/2011,4/29/2021,3488,0,7
16987,1625.05,129,10/28/2011,4/30/2021,3472,8,7
16988,126.12,7,4/12/2011,5/1/2021,3672,0,0
16989,1133.25,12,12/7/2011,5/2/2021,3434,1,6
16990,179,1,5/5/2011,5/3/2021,3651,0,1
16992,1601.86,95,11/29/2011,5/4/2021,3444,7,7
16995,-1.25,1,2/12/2010,5/5/2021,4100,0,0
16996,1427.46,41,10/8/2011,5/6/2021,3498,4,7
16997,702,12,3/2/2011,5/7/2021,3719,1,5
16998,287.02,6,8/2/2011,5/8/2021,3567,0,2
16999,484.82,23,11/16/2011,5/9/2021,3462,3,4
17001,3989.57,169,11/17/2011,5/10/2021,3462,8,9
17002,1487.78,50,9/27/2011,5/11/2021,3514,5,7
17004,1412.94,44,10/24/2011,5/12/2021,3488,5,7
17006,781.78,44,11/21/2011,5/13/2021,3461,5,5
17007,877.43,53,10/20/2011,5/14/2021,3494,5,5
17010,185.46,12,11/23/2011,5/15/2021,3461,1,1
17011,270.9,15,9/11/2011,5/16/2021,3535,2,2
17014,565.58,75,7/11/2011,5/17/2021,3598,6,4
17015,1842.56,217,11/11/2011,5/18/2021,3476,9,7
17017,8574.11,268,12/10/2011,5/19/2021,3448,9,9
17018,920.1,16,10/30/2011,5/20/2021,3490,2,6
17019,1272.61,234,11/28/2011,5/21/2021,3462,9,6
17022,71,7,8/11/2011,5/22/2021,3572,0,0
17024,95.85,3,10/25/2011,5/23/2021,3498,0,0
17025,357.77,9,10/10/2011,5/24/2021,3514,1,3
17026,154.83,4,7/6/2011,5/25/2021,3611,0,1
17027,848.59,155,9/22/2011,5/26/2021,3534,8,5
17029,716,2,8/21/2011,5/27/2021,3567,0,5
17030,146.87,11,7/10/2011,5/28/2021,3610,1,1
17031,380.35,22,11/28/2011,5/29/2021,3470,3,3
17033,1030.14,28,9/14/2011,5/30/2021,3546,3,6
17034,734.57,32,11/23/2011,5/31/2021,3477,4,5
17035,388.33,32,11/2/2011,6/1/2021,3499,4,3
17037,1253.22,77,9/22/2011,6/2/2021,3541,6,6
17038,112.4,22,9/11/2011,6/3/2021,3553,3,0
17040,449.73,15,7/25/2011,6/4/2021,3602,2,3
17041,1065.77,71,11/13/2011,6/5/2021,3492,6,6
17042,1044.38,98,10/8/2011,6/6/2021,3529,7,6
17043,1735.18,102,10/19/2011,6/7/2021,3519,7,7
17044,897.43,10,11/14/2011,6/8/2021,3494,1,5
17045,339.44,22,8/18/2011,6/9/2021,3583,3,3
17046,642.02,22,5/7/2011,6/10/2021,3687,3,4
17047,1100.9,65,9/15/2011,6/11/2021,3557,6,6
17048,864.32,48,12/1/2011,6/12/2021,3481,5,5
17049,5594.78,322,11/18/2011,6/13/2021,3495,9,9
17050,3228.84,316,6/3/2011,6/14/2021,3664,9,8
17051,247.14,43,5/29/2011,6/15/2021,3670,5,2
17052,413.75,92,11/11/2011,6/16/2021,3505,7,3
17053,496.38,14,3/8/2011,6/17/2021,3754,1,4
17054,1353.83,84,11/11/2011,6/18/2021,3507,6,7
17058,1179.89,62,9/19/2011,6/19/2021,3561,6,6
17059,3095.04,516,10/11/2011,6/20/2021,3540,9,8
17060,234.24,5,3/18/2011,6/21/2021,3748,0,1
17061,5116.13,101,9/27/2011,6/22/2021,3556,7,9
17062,534.47,71,1/30/2011,6/23/2021,3797,6,4
17063,1421.59,82,11/18/2011,6/24/2021,3506,6,7
17064,859.35,62,12/10/2011,6/25/2021,3485,6,5
17065,-112.35,1,7/19/2011,6/26/2021,3630,0,0
17068,4531.34,297,11/27/2011,6/27/2021,3500,9,9
17069,2655.22,154,12/7/2011,6/28/2021,3491,8,8
17070,312.14,64,8/17/2011,6/29/2021,3604,6,2
17071,2385.48,148,12/9/2011,6/30/2021,3491,8,8
17073,1446.09,174,11/22/2011,7/1/2021,3509,8,7
17075,813.77,80,11/22/2011,7/2/2021,3510,6,5
17076,841.08,25,11/3/2011,7/3/2021,3530,3,5
17078,378.2,28,3/11/2011,7/4/2021,3768,3,3
17079,118.8,2,9/22/2011,7/5/2021,3574,0,0
17080,285.5,9,11/17/2011,7/6/2021,3519,1,2
17081,290.16,64,11/14/2011,7/7/2021,3523,6,2
17082,2003.85,81,6/11/2011,7/8/2021,3680,6,8
17083,1405.78,52,9/2/2011,7/9/2021,3598,5,7
17084,2949.75,162,4/11/2011,7/10/2021,3743,8,8
17085,1555.05,189,8/8/2011,7/11/2021,3625,8,7
17086,2050.08,96,11/15/2011,7/12/2021,3527,7,8
17088,1991.01,115,11/11/2011,7/13/2021,3532,7,7
17090,2041.85,64,12/9/2011,7/14/2021,3505,6,8
17091,3802.81,198,8/11/2011,7/15/2021,3626,8,9
17092,1777.78,125,10/20/2011,7/16/2021,3557,8,7
17094,270.2,15,1/25/2011,7/17/2021,3826,2,2
17095,1088.2,77,12/1/2011,7/18/2021,3517,6,6
17096,992.68,52,12/10/2011,7/19/2021,3509,5,6
17097,937.92,213,11/29/2011,7/20/2021,3521,9,6
17100,971.74,65,11/21/2011,7/21/2021,3530,6,6
17101,1621.73,42,11/29/2011,7/22/2021,3523,4,7
17102,25.5,1,3/23/2011,7/23/2021,3775,0,0
17105,665.78,90,6/2/2011,7/24/2021,3705,7,5
17107,10380.43,421,9/25/2011,7/25/2021,3591,9,9
17109,869.68,121,10/26/2011,7/26/2021,3561,7,5
17110,163.3,12,6/27/2011,7/27/2021,3683,1,1
17111,248.61,30,10/23/2011,7/28/2021,3566,4,2
17114,747.22,135,10/4/2011,7/29/2021,3586,8,5
17115,806.9,43,10/6/2011,7/30/2021,3585,5,5
17117,116.2,9,2/24/2011,7/31/2021,3810,1,0
17118,157.02,10,1/26/2011,8/1/2021,3840,1,1
17119,593.61,38,11/10/2011,8/2/2021,3553,4,4
17120,307.46,18,4/20/2011,8/3/2021,3758,2,2
17122,138.32,7,12/8/2011,8/4/2021,3527,0,0
17123,345.3,9,1/7/2011,8/5/2021,3863,1,3
17124,298.89,32,7/6/2011,8/6/2021,3684,4,2
17125,259.35,40,10/20/2011,8/7/2021,3579,4,2
17126,991.85,262,10/7/2011,8/8/2021,3593,9,6
17128,157.09,14,9/1/2011,8/9/2021,3630,1,1
17131,2463.17,134,10/23/2011,8/10/2021,3579,8,8
17133,4892.24,27,11/24/2011,8/11/2021,3548,3,9
17134,425,24,8/25/2011,8/12/2021,3640,3,3
17135,1139.73,52,11/23/2011,8/13/2021,3551,5,6
17138,380.5,24,9/3/2011,8/14/2021,3633,3,3
17139,10585.57,487,12/9/2011,8/15/2021,3537,9,9
17140,465.32,20,6/4/2011,8/16/2021,3726,2,3
17142,579,15,4/14/2011,8/17/2021,3778,2,4
17144,984.57,48,9/16/2011,8/18/2021,3624,5,6
17146,749.78,35,8/26/2011,8/19/2021,3646,4,5
17147,1679.64,85,11/17/2011,8/20/2021,3564,6,7
17148,124.88,9,10/19/2011,8/21/2021,3594,1,0
17152,1503.5,16,5/29/2011,8/22/2021,3738,2,7
17153,213.78,14,11/15/2011,8/23/2021,3569,1,1
17154,329.34,23,9/25/2011,8/24/2021,3621,3,2
17155,251.7,20,11/22/2011,8/25/2021,3564,2,2
17157,306.55,15,6/20/2011,8/26/2021,3720,2,2
17158,1266.97,67,7/11/2011,8/27/2021,3700,6,6
17159,1534.73,102,11/18/2011,8/28/2021,3571,7,7
17160,3518.03,229,12/4/2011,8/29/2021,3556,9,9
17162,1707.21,105,11/11/2011,8/30/2021,3580,7,7
17163,293.1,5,11/18/2011,8/31/2021,3574,0,2
17164,2466.4,145,11/7/2011,9/1/2021,3586,8,8
17165,158.68,10,2/28/2011,9/2/2021,3839,1,1
17166,189.49,14,5/27/2011,9/3/2021,3752,1,1
17169,816.88,60,10/20/2011,9/4/2021,3607,6,5
17171,224.91,16,2/23/2011,9/5/2021,3847,2,1
17172,313.26,16,9/26/2011,9/6/2021,3633,2,2
17173,3755.65,87,12/10/2011,9/7/2021,3559,7,9
17174,59.9,4,6/5/2011,9/8/2021,3748,0,0
17175,1430.94,64,12/6/2011,9/9/2021,3565,6,7
17176,306.13,15,5/22/2011,9/10/2021,3764,2,2
17179,711.79,80,6/14/2011,9/11/2021,3742,6,5
17180,780.38,131,12/4/2011,9/12/2021,3570,8,5
17181,239.92,23,10/13/2011,9/13/2021,3623,3,2
17183,3286.91,76,11/17/2011,9/14/2021,3589,6,8
17186,144,2,10/24/2011,9/15/2021,3614,0,0
17187,203.95,10,4/27/2011,9/16/2021,3795,1,1
17188,2275.58,89,11/28/2011,9/17/2021,3581,7,8
17189,384.4,61,8/25/2011,9/18/2021,3677,6,3
17190,249.74,20,12/10/2011,9/19/2021,3571,2,2
17191,2095.13,237,11/11/2011,9/20/2021,3601,9,8
17193,1674.46,35,12/10/2011,9/21/2021,3573,4,7
17194,262.62,29,11/3/2011,9/22/2021,3611,3,2
17197,1013.01,29,10/11/2011,9/23/2021,3635,3,6
17198,692.22,96,11/16/2011,9/24/2021,3600,7,5
17201,342.63,40,10/17/2011,9/25/2021,3631,4,3
17203,3563.85,152,10/18/2011,9/26/2021,3631,8,9
17204,1352.91,67,12/4/2011,9/27/2021,3585,6,7
17205,384.08,13,10/17/2011,9/28/2021,3634,1,3
17206,204.24,7,10/17/2011,9/29/2021,3635,0,1
17211,2299.67,213,12/6/2011,9/30/2021,3586,9,8
17212,226.85,4,3/31/2011,10/1/2021,3837,0,1
17213,2741.08,164,11/2/2011,10/2/2021,3622,8,8
17214,984.12,104,10/10/2011,10/3/2021,3646,7,6
17217,113.5,9,4/19/2011,10/4/2021,3821,1,0
17218,1960.72,274,11/28/2011,10/5/2021,3599,9,7
17219,114.23,25,8/11/2011,10/6/2021,3709,3,0
17220,3198.25,472,11/15/2011,10/7/2021,3614,9,8
17221,335.13,63,3/11/2011,10/8/2021,3864,6,2
17222,354.15,28,5/10/2011,10/9/2021,3805,3,3
17223,426.79,49,2/2/2011,10/10/2021,3903,5,3
17226,393.49,21,4/2/2011,10/11/2021,3845,2,3
17227,939.32,47,11/21/2011,10/12/2021,3613,5,6
17228,1906.09,208,11/24/2011,10/13/2021,3611,8,7
17229,318.76,47,7/20/2011,10/14/2021,3739,5,2
17230,3466.67,73,10/2/2011,10/15/2021,3666,6,8
17231,3127.82,546,11/27/2011,10/16/2021,3611,9,8
17232,421.52,36,11/25/2011,10/17/2021,3614,4,3
17233,190.88,25,4/11/2011,10/18/2021,3843,3,1
17234,149.89,14,10/6/2011,10/19/2021,3666,1,1
17235,550.06,29,11/14/2011,10/20/2021,3628,3,4
17236,916.13,105,11/27/2011,10/21/2021,3616,7,6
17237,314.69,19,11/28/2011,10/22/2021,3616,2,2
17238,3744.65,566,11/22/2011,10/23/2021,3623,9,9
17239,379.95,16,1/31/2011,10/24/2021,3919,2,3
17242,1135.04,40,12/6/2011,10/25/2021,3611,4,6
17243,8628.55,407,11/25/2011,10/26/2021,3623,9,9
17244,954.9,31,10/17/2011,10/27/2021,3663,4,6
17245,171.45,9,5/19/2011,10/28/2021,3815,1,1
17247,282.19,55,11/24/2011,10/29/2021,3627,5,2
17248,318.65,69,11/8/2011,10/30/2021,3644,6,2
17250,384.52,57,6/12/2011,10/31/2021,3794,5,3
17251,283.28,39,12/12/2010,11/1/2021,3977,4,2
17252,353.86,87,8/15/2011,11/2/2021,3732,7,3
17253,178.26,18,11/21/2011,11/3/2021,3635,2,1
17254,272.44,112,11/24/2011,11/4/2021,3633,7,2
17255,298.41,78,10/30/2011,11/5/2021,3659,6,2
17256,240,16,8/24/2011,11/6/2021,3727,2,2
17259,603.37,124,7/14/2011,11/7/2021,3769,7,4
17262,1253.36,12,10/18/2011,11/8/2021,3674,1,6
17263,63.44,23,5/15/2011,11/9/2021,3831,3,0
17265,562.9,127,12/6/2011,11/10/2021,3627,8,4
17266,310.64,80,7/15/2011,11/11/2021,3772,6,2
17267,317.62,38,4/8/2011,11/12/2021,3871,4,2
17268,763.64,6,12/7/2011,11/13/2021,3629,0,5
17272,2144.53,116,10/28/2011,11/14/2021,3670,7,8
17274,111.98,27,4/11/2011,11/15/2021,3871,3,0
17277,1065.35,69,4/26/2011,11/16/2021,3857,6,6
17278,246.04,15,12/4/2011,11/17/2021,3636,2,2
17279,187.83,9,10/13/2011,11/18/2021,3689,1,1
17282,1703.41,94,6/19/2011,11/19/2021,3806,7,7
17284,1641.68,294,11/8/2011,11/20/2021,3665,9,7
17286,153.92,45,11/18/2011,11/21/2021,3656,5,1
17287,1064.11,124,11/13/2011,11/22/2021,3662,7,6
17288,1419.73,142,11/30/2011,11/23/2021,3646,8,7
17289,936.16,112,12/6/2011,11/24/2021,3641,7,6
17290,525.24,102,11/23/2011,11/25/2021,3655,7,4
17291,550.8,1,4/2/2011,11/26/2021,3891,0,4
17293,1875.11,135,12/10/2011,11/27/2021,3640,8,7
17295,556.95,69,11/11/2011,11/28/2021,3670,6,4
17297,131.78,51,11/22/2011,11/29/2021,3660,5,0
17298,498.42,30,8/30/2011,11/30/2021,3745,4,4
17299,669.11,57,11/28/2011,12/1/2021,3656,5,5
17301,197.63,66,11/18/2011,12/2/2021,3667,6,1
17302,1119.93,81,11/25/2011,12/3/2021,3661,6,6
17303,250.04,53,12/13/2010,12/4/2021,4009,5,2
17306,8600.73,69,11/29/2011,12/5/2021,3659,6,9
17307,-152.64,1,9/12/2010,12/6/2021,4103,0,0
17309,82.75,12,5/9/2011,12/7/2021,3865,1,0
17311,1384.85,55,9/22/2011,12/8/2021,3730,5,7
17312,644.3,14,7/24/2011,12/9/2021,3791,1,4
17313,2288.13,28,11/22/2011,12/10/2021,3671,3,8
17314,2514.76,136,12/10/2011,12/11/2021,3654,8,8
17315,6204.46,487,12/5/2011,12/12/2021,3660,9,9
17317,2524.02,11,11/9/2011,12/13/2021,3687,1,8
17320,1200.62,73,8/31/2011,12/14/2021,3758,6,6
17321,700.86,107,3/10/2011,12/15/2021,3933,7,5
17323,908.99,204,11/24/2011,12/16/2021,3675,8,5
17324,990.23,50,12/1/2011,12/17/2021,3669,5,6
17325,96.8,6,4/3/2011,12/18/2021,3912,0,0
17329,523.11,33,11/25/2011,12/19/2021,3677,4,4
17330,363.9,6,11/17/2011,12/20/2021,3686,0,3
17331,175.2,1,8/8/2011,12/21/2021,3788,0,1
17333,494.25,28,9/15/2011,12/22/2021,3751,3,4
17334,306.6,12,11/2/2011,12/23/2021,3704,1,2
17337,1944.32,548,12/5/2011,12/24/2021,3672,9,7
17338,6612.18,757,12/1/2011,12/25/2021,3677,9,9
17339,243.36,9,6/9/2011,12/26/2021,3853,1,2
17340,11891.18,424,11/30/2011,12/27/2021,3680,9,9
17341,781.36,183,6/7/2011,12/28/2021,3857,8,5
17343,193.64,17,12/19/2010,12/29/2021,4028,2,1
17344,160.57,32,10/24/2011,12/30/2021,3720,4,1
17345,537.74,87,11/24/2011,12/31/2021,3690,7,4
17346,2611.58,503,12/10/2011,1/1/2022,3675,9,8
17347,228.96,1,9/14/2011,1/2/2022,3763,0,1
17348,1159.52,215,11/25/2011,1/3/2022,3692,9,6
17349,110.75,9,6/13/2011,1/4/2022,3858,1,0
17350,1256.19,72,10/25/2011,1/5/2022,3725,6,6
17351,587.15,27,11/3/2011,1/6/2022,3717,3,4
17353,1740,8,8/7/2011,1/7/2022,3806,1,7
17354,1393.06,16,10/20/2011,1/8/2022,3733,2,7
17356,178.22,19,1/2/2011,1/9/2022,4025,2,1
17357,388.14,45,11/15/2011,1/10/2022,3709,5,3
17358,365.85,59,9/2/2011,1/11/2022,3784,6,3
17359,127.86,15,11/28/2011,1/12/2022,3698,2,0
17360,585.79,132,11/22/2011,1/13/2022,3705,8,4
17361,488.2,29,10/21/2011,1/14/2022,3738,3,4
17362,312.23,35,4/14/2011,1/15/2022,3929,4,2
17364,4455.73,414,12/1/2011,1/16/2022,3699,9,9
17365,4801.56,468,11/27/2011,1/17/2022,3704,9,9
17367,168.4,34,4/15/2011,1/18/2022,3931,4,1
17368,1349.52,128,11/16/2011,1/19/2022,3717,8,7
17370,446.18,33,9/28/2011,1/20/2022,3767,4,3
17371,423.89,87,11/22/2011,1/21/2022,3713,7,3
17372,1342.68,253,10/30/2011,1/22/2022,3737,9,7
17373,646.92,57,10/30/2011,1/23/2022,3738,5,4
17374,495.77,28,5/5/2011,1/24/2022,3917,3,4
17375,372.5,71,5/24/2011,1/25/2022,3899,6,3
17376,203.2,24,9/30/2011,1/26/2022,3771,3,1
17377,3925.92,419,11/16/2011,1/27/2022,3725,9,9
17379,404.66,83,11/28/2011,1/28/2022,3714,6,3
17381,20272.43,110,12/8/2011,1/29/2022,3705,7,9
17382,65.4,2,5/10/2011,1/30/2022,3918,0,0
17383,199.29,51,5/12/2011,1/31/2022,3917,5,1
17384,336.4,15,11/20/2011,2/1/2022,3726,2,2
17385,261.11,47,11/25/2011,2/2/2022,3722,5,2
17386,2686.42,28,8/18/2011,2/3/2022,3822,3,8
17387,784.11,78,11/20/2011,2/4/2022,3729,6,5
17388,1259.56,15,12/5/2011,2/5/2022,3715,2,6
17389,31300.08,224,12/1/2011,2/6/2022,3720,9,9
17391,508.8,3,6/29/2011,2/7/2022,3876,0,4
17392,457.91,62,6/2/2011,2/8/2022,3904,6,3
17394,203.87,4,4/5/2011,2/9/2022,3963,0,1
17396,7330.8,27,10/31/2011,2/10/2022,3755,3,9
17397,696.41,92,11/17/2011,2/11/2022,3739,7,5
17398,653.38,38,8/17/2011,2/12/2022,3832,4,5
17400,2129.96,213,5/13/2011,2/13/2022,3929,9,8
17402,2633.85,59,10/20/2011,2/14/2022,3770,6,8
17403,281.62,33,3/11/2011,2/15/2022,3994,4,2
17404,30300.82,201,12/5/2011,2/16/2022,3726,8,9
17405,967.22,94,12/7/2011,2/17/2022,3725,7,6
17406,1928.72,116,10/1/2011,2/18/2022,3793,7,7
17408,32.65,2,6/29/2011,2/19/2022,3888,0,0
17409,771.85,13,8/6/2011,2/20/2022,3851,1,5
17410,1214.72,64,12/10/2011,2/21/2022,3726,6,6
17411,748.94,43,11/27/2011,2/22/2022,3740,5,5
17412,1258.06,66,11/16/2011,2/23/2022,3752,6,6
17414,778,6,10/27/2011,2/24/2022,3773,0,5
17415,507.84,14,9/21/2011,2/25/2022,3810,1,4
17416,6838.34,271,10/11/2011,2/26/2022,3791,9,9
17418,463.46,30,10/28/2011,2/27/2022,3775,4,3
17419,4200.97,208,11/28/2011,2/28/2022,3745,8,9
17420,598.83,30,10/20/2011,3/1/2022,3785,4,4
17422,1853.13,135,12/6/2011,3/2/2022,3739,8,7
17423,663.63,28,10/25/2011,3/3/2022,3782,3,5
17425,759.17,43,11/20/2011,3/4/2022,3757,5,5
17426,5022.26,272,9/9/2011,3/5/2022,3830,9,9
17427,100.8,2,9/29/2011,3/6/2022,3811,0,0
17428,17078.45,343,12/4/2011,3/7/2022,3746,9,9
17429,512.12,42,11/8/2011,3/8/2022,3773,4,4
17430,265.76,14,7/11/2011,3/9/2022,3894,1,2
17431,403.3,43,1/30/2011,3/10/2022,4057,5,3
17432,365.76,48,11/21/2011,3/11/2022,3763,5,3
17433,303.16,54,12/9/2011,3/12/2022,3746,5,2
17434,2333.42,138,11/30/2011,3/13/2022,3756,8,8
17436,216.3,9,8/12/2011,3/14/2022,3867,1,1
17438,378.3,19,6/4/2011,3/15/2022,3937,2,3
17440,177.1,8,7/15/2011,3/16/2022,3897,1,1
17442,2210.26,140,10/11/2011,3/17/2022,3810,8,8
17443,534.24,1,4/5/2011,3/18/2022,4000,0,4
17444,2940.04,135,11/7/2011,3/19/2022,3785,8,8
17446,120.9,9,6/16/2011,3/20/2022,3930,1,0
17447,541.53,36,10/30/2011,3/21/2022,3795,4,4
17448,-4287.63,1,7/18/2011,3/22/2022,3900,0,0
17449,2504.86,279,12/9/2011,3/23/2022,3757,9,8
17450,187482.17,351,12/7/2011,3/24/2022,3760,9,9
17451,1648.95,107,11/30/2011,3/25/2022,3768,7,7
17453,486.72,19,11/22/2011,3/26/2022,3777,2,4
17454,517.53,61,5/31/2011,3/27/2022,3953,6,4
17455,131.7,8,5/20/2011,3/28/2022,3965,1,0
17456,249.86,17,9/12/2010,3/29/2022,4216,2,2
17457,1737.7,19,5/19/2011,3/30/2022,3968,2,7
17458,316.5,54,11/24/2011,3/31/2022,3780,5,2
17459,657.3,111,10/27/2011,4/1/2022,3809,7,5
17460,452.63,37,9/22/2011,4/2/2022,3845,4,3
17461,757.46,111,11/17/2011,4/3/2022,3790,7,5
17462,662.94,28,10/19/2011,4/4/2022,3820,3,5
17463,1881.36,219,11/23/2011,4/5/2022,3786,9,7
17464,289.96,9,4/7/2011,4/6/2022,4017,1,2
17466,763.28,41,11/29/2011,4/7/2022,3782,4,5
17468,137,5,11/29/2011,4/8/2022,3783,0,0
17469,1843.06,90,11/23/2011,4/9/2022,3790,7,7
17470,1125.07,78,10/26/2011,4/10/2022,3819,6,6
17472,710.29,181,2/24/2011,4/11/2022,4064,8,5
17475,194.37,14,9/21/2011,4/12/2022,3856,1,1
17480,506.51,31,9/27/2011,4/13/2022,3851,4,4
17481,1249.34,83,11/24/2011,4/14/2022,3794,6,6
17483,414.04,21,9/6/2011,4/15/2022,3874,2,3
17486,396.87,24,3/23/2011,4/16/2022,4042,3,3
17489,376.64,29,12/10/2011,4/17/2022,3781,3,3
17490,1926.88,86,9/27/2011,4/18/2022,3856,7,7
17491,3541.92,110,11/25/2011,4/19/2022,3798,7,9
17492,374.57,12,5/4/2011,4/20/2022,4004,1,3
17495,497.56,27,2/12/2011,4/21/2022,4086,3,4
17496,271.05,10,12/16/2010,4/22/2022,4145,1,2
17498,272.22,17,9/25/2011,4/23/2022,3863,2,2
17499,622.88,40,2/23/2011,4/24/2022,4078,4,4
17500,1138,5,11/22/2011,4/25/2022,3807,0,6
17501,288.6,18,3/5/2011,4/26/2022,4070,2,2
17502,689.1,28,11/30/2011,4/27/2022,3801,3,5
17503,558.96,38,7/12/2011,4/28/2022,3943,4,4
17504,2745.28,140,10/5/2011,4/29/2022,3859,8,8
17505,1145.84,52,5/18/2011,4/30/2022,4000,5,6
17506,294.29,16,9/30/2011,5/1/2022,3866,2,2
17507,605.58,88,3/23/2011,5/2/2022,4058,7,4
17508,387.31,22,4/3/2011,5/3/2022,4048,3,3
17509,6100.74,369,10/13/2011,5/4/2022,3856,9,9
17510,308.48,20,11/15/2011,5/5/2022,3824,2,2
17511,88125.38,1076,12/4/2011,5/6/2022,3806,9,9
17512,2920.04,106,11/11/2011,5/7/2022,3830,7,8
17513,513.2,6,9/28/2011,5/8/2022,3875,0,4
17514,208.65,40,3/8/2011,5/9/2022,4080,4,1
17515,639.02,87,8/11/2011,5/10/2022,3925,7,4
17516,768.08,137,12/8/2011,5/11/2022,3807,8,5
17517,153.94,11,4/2/2011,5/12/2022,4058,1,1
17519,1839.07,83,11/22/2011,5/13/2022,3825,6,7
17520,546.81,30,10/17/2011,5/14/2022,3862,4,4
17521,721.96,46,11/15/2011,5/15/2022,3834,5,5
17522,1070.71,73,9/6/2011,5/16/2022,3905,6,6
17523,652.74,33,11/28/2011,5/17/2022,3823,4,5
17524,145,6,12/13/2010,5/18/2022,4174,0,0
17525,422.7,9,12/15/2010,5/19/2022,4173,1,3
